scenario,year,DA,motor
healthy,9.346153846153845,0.954039832749283,0.05463311745835734
healthy,9.365384615384615,0.9539474762408745,0.0546332248634865
healthy,9.384615384615383,0.9538551286731038,0.054633332906399185
healthy,9.403846153846153,0.9537627900451059,0.0546334415895102
healthy,9.423076923076922,0.9536704603560148,0.054633550915237826
healthy,9.442307692307692,0.9535781396049651,0.05463366088600445
healthy,9.46153846153846,0.9534858277910957,0.054633771504235734
healthy,9.480769230769232,0.9533935249135367,0.054633882772359824
healthy,9.5,0.9533012309714212,0.05463399469281716
healthy,9.519230769230768,0.9532089459638862,0.05463410726803604
healthy,9.538461538461538,0.9531166698900674,0.054634220500459484
healthy,9.557692307692307,0.9530244027491,0.05463433439253445
healthy,9.576923076923077,0.9529321445401226,0.05463444894670692
healthy,9.596153846153845,0.9528398952622636,0.054634564165431825
healthy,9.615384615384615,0.9527476549146622,0.05463468005116167
healthy,9.634615384615383,0.9526554234964533,0.05463479660635689
healthy,9.653846153846153,0.9525632010067765,0.054634913833479425
healthy,9.673076923076922,0.9524709874447601,0.054635031735000124
healthy,9.692307692307692,0.9523787828095436,0.054635150313383944
healthy,9.71153846153846,0.9522865871002637,0.05463526957110321
healthy,9.730769230769232,0.9521944003160571,0.05463538951064576
healthy,9.75,0.9521022224560554,0.05463551013448419
healthy,9.769230769230768,0.9520100535193974,0.05463563144510588
healthy,9.788461538461538,0.9519178935052229,0.05463575344499794
healthy,9.807692307692307,0.9518257424126609,0.05463587613665756
healthy,9.826923076923077,0.9517336002408515,0.05463599952257573
healthy,9.846153846153845,0.9516414669889336,0.05463612360525142
healthy,9.865384615384615,0.9515493426560389,0.05463624838719486
healthy,9.884615384615383,0.9514572272413052,0.05463637387090584
healthy,9.903846153846153,0.9513651207438703,0.05463650005889725
healthy,9.923076923076922,0.9512730231628708,0.05463662695368317
healthy,9.942307692307692,0.9511809344974435,0.05463675455778128
healthy,9.96153846153846,0.9510888547467289,0.05463688287371235
healthy,9.980769230769232,0.9509967839098568,0.05463701190400335
healthy,10.0,0.9509047219859679,0.05463714165118068
healthy,10.019230769230768,0.9508126689742009,0.054637272117774256
healthy,10.038461538461538,0.9507206248736922,0.05463740330633024
